ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Attribute Name (Collar type)","Attribute Value (Collar type)","Attribute In Variations (Collar type)","Attribute Is Visible (Collar type)","Attribute Is Taxonomy (Collar type)","Attribute Position (Collar type)","Product Brands","WPML Translation ID","Attribute Name (Collection name)","Attribute Value (Collection name)","Attribute In Variations (Collection name)","Attribute Is Visible (Collection name)","Attribute Is Taxonomy (Collection name)","Attribute Position (Collection name)","WPML Translation Title","WPML Language Code","Product categories","Attribute Name (color)","Attribute Value (color)","Attribute In Variations (color)","Attribute Is Visible (color)","Attribute Is Taxonomy (color)","Attribute Position (color)","Attribute Name (Consignment)","Attribute Value (Consignment)","Attribute In Variations (Consignment)","Attribute Is Visible (Consignment)","Attribute Is Taxonomy (Consignment)","Attribute Position (Consignment)","Attribute Name (generation)","Attribute Value (generation)","Attribute In Variations (generation)","Attribute Is Visible (generation)","Attribute Is Taxonomy (generation)","Attribute Position (generation)","Attribute Name (Item type)","Attribute Value (Item type)","Attribute In Variations (Item type)","Attribute Is Visible (Item type)","Attribute Is Taxonomy (Item type)","Attribute Position (Item type)","Attribute Name (Placket shape)","Attribute Value (Placket shape)","Attribute In Variations (Placket shape)","Attribute Is Visible (Placket shape)","Attribute Is Taxonomy (Placket shape)","Attribute Position (Placket shape)","Attribute Name (Placket tpe)","Attribute Value (Placket tpe)","Attribute In Variations (Placket tpe)","Attribute Is Visible (Placket tpe)","Attribute Is Taxonomy (Placket tpe)","Attribute Position (Placket tpe)","Attribute Name (Pocket shape)","Attribute Value (Pocket shape)","Attribute In Variations (Pocket shape)","Attribute Is Visible (Pocket shape)","Attribute Is Taxonomy (Pocket shape)","Attribute Position (Pocket shape)","Attribute Name (Prime style)","Attribute Value (Prime style)","Attribute In Variations (Prime style)","Attribute Is Visible (Prime style)","Attribute Is Taxonomy (Prime style)","Attribute Position (Prime style)","Attribute Name (size)","Attribute Value (size)","Attribute In Variations (size)","Attribute Is Visible (size)","Attribute Is Taxonomy (size)","Attribute Position (size)","Attribute Name (Sleeves type)","Attribute Value (Sleeves type)","Attribute In Variations (Sleeves type)","Attribute Is Visible (Sleeves type)","Attribute Is Taxonomy (Sleeves type)","Attribute Position (Sleeves type)","Regular Price","Sale Price"
12162,"جايه سيلفر مان ماء تواليت 100 مل","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p>
          <ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul>
          <ul>
            <li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li>
            <li><strong>البطانة</strong> : بوليستر 100٪</li>
            <li><strong>CounSoletry</strong> : مطاط 100٪</li>
          </ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-10-21 07:25:54",product,https://shiaka-dev.com/ar/?post_type=product&p=12162,collar-type,,no,no,yes,,,950,collection-name,,no,no,yes,,"JA SILVER MAN EDT 100 ML",ar,"غير مصنف",color,,no,no,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,65,
12163,"فستان بياقة من البوبلين","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 10:05:59",product,https://shiaka-dev.com/ar/?post_type=product&p=12163,collar-type,,no,no,yes,,,6718,collection-name,,no,no,yes,,"Alshiaka Winter Vest",ar,"غير مصنف",color,,no,yes,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,169,20
12164,"الجوارب لمرضى السكري مقاس حر","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-10-21 07:25:55",product,https://shiaka-dev.com/ar/?post_type=product&p=12164,collar-type,,no,no,yes,,,956,collection-name,,no,no,yes,,"diabetic socks free size",ar,"غير مصنف",color,,no,no,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,40,
12166,"أحذية التنزه","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-29 03:53:20",product,https://shiaka-dev.com/ar/?post_type=product&p=12166,collar-type,,no,no,yes,,,6830,collection-name,,no,no,yes,,"Rethobe by Alshiaka Model 2124",ar,"غير مصنف",color,,no,yes,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,77,44
12167,"تونيك قطن واسع","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 10:20:12",product,https://shiaka-dev.com/ar/?post_type=product&p=12167,collar-type,,no,no,yes,,,6745,collection-name,,no,no,yes,,"Alshiaka Premium Spun Fabric Thobe",ar,"غير مصنف",color,,no,yes,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,250,
12170,"بليزر كوبيه Amincie","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-10-21 07:25:55",product,https://shiaka-dev.com/ar/?post_type=product&p=12170,collar-type,,no,no,yes,,,965,collection-name,,no,no,yes,,"Alshiaka Pajama Model 20042205",ar,"غير مصنف",color,,no,yes,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,99,
12172,"الكلاسيكية UltraRange السريع","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-10-21 07:25:53",product,https://shiaka-dev.com/ar/?post_type=product&p=12172,collar-type,,no,no,yes,,,945,collection-name,,no,no,yes,,"Classic UltraRange Rapid",ar,"غير مصنف",color,,yes,yes,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,yes,yes,yes,1,sleeves-type,,no,no,yes,,,
12173,"ثوب الشياكة زخرفات موديل 7713","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 10:57:38",product,https://shiaka-dev.com/ar/?post_type=product&p=12173,collar-type,,no,no,yes,,,6787,collection-name,,no,no,yes,,"Alshiaka Zakhrafat Thobe Model 7713",ar,"غير مصنف",color,,no,no,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,35,
12175,"تي شيرت قطن مخطط","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-10-21 07:25:54",product,https://shiaka-dev.com/ar/?post_type=product&p=12175,collar-type,,no,no,yes,,,951,collection-name,,no,no,yes,,"Versace Ghutra Voile 19V69",ar,"غير مصنف",color,,no,yes,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,88,
12176,"فستان حديقة التارو","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 10:07:53",product,https://shiaka-dev.com/ar/?post_type=product&p=12176,collar-type,,no,no,yes,,,6719,collection-name,,no,no,yes,,"Shemagh Alshiaka Prime white",ar,"غير مصنف",color,,no,yes,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,129,
12178,"سنيكرز جلد","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-10-21 07:25:55",product,https://shiaka-dev.com/ar/?post_type=product&p=12178,collar-type,,no,no,yes,1,,966,collection-name,,no,no,yes,,"Alshiaka Pajama Model 20042204",ar,"غير مصنف",color,,yes,yes,yes,,consignment,,no,no,yes,2,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,234,
12180,"قبعة من الصوف الملبد","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p>
          <ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul>
          <ul>
            <li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li>
            <li><strong>البطانة</strong> : بوليستر 100٪</li>
            <li><strong>CounSoletry</strong> : مطاط 100٪</li>
          </ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 10:37:33",product,https://shiaka-dev.com/ar/?post_type=product&p=12180,collar-type,,no,no,yes,,,6764,collection-name,,no,no,yes,,"Alshiaka Premium Spun Fabric Thobe",ar,"غير مصنف",color,,yes,yes,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,,
12182,"ريثوب للشياكة موديل 2139","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 11:00:41",product,https://shiaka-dev.com/ar/?post_type=product&p=12182,collar-type,,no,no,yes,,,6788,collection-name,,no,no,yes,,"Rethobe by Alshiaka Model 2139",ar,"غير مصنف",color,,no,no,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,50,
12189,"فستان أساسي أخضر","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2019-12-28 10:10:22",product,https://shiaka-dev.com/ar/?post_type=product&p=12189,collar-type,,no,no,yes,,,6726,collection-name,,no,no,yes,,"Basic Dress Green",ar,"غير مصنف",color,,no,yes,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,236,
12193,"ريثوب للشياكة موديل 2137","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 11:02:09",product,https://shiaka-dev.com/ar/?post_type=product&p=12193,collar-type,,no,no,yes,,,6789,collection-name,,no,no,yes,,"Rethobe by Alshiaka Model 2137",ar,"غير مصنف",color,,no,no,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,138,100
12195,"ثوب الشياكة قماش مغزول فاخر","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p>
          <ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul>
          <ul>
            <li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li>
            <li><strong>البطانة</strong> : بوليستر 100٪</li>
            <li><strong>CounSoletry</strong> : مطاط 100٪</li>
          </ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 10:40:35",product,https://shiaka-dev.com/ar/?post_type=product&p=12195,collar-type,,no,no,yes,,,6765,collection-name,,no,no,yes,,"Alshiaka Premium Spun Fabric Thobe",ar,"غير مصنف",color,,no,no,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,150,100
