ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Attribute Name (Collar type)","Attribute Value (Collar type)","Attribute In Variations (Collar type)","Attribute Is Visible (Collar type)","Attribute Is Taxonomy (Collar type)","Attribute Position (Collar type)","Product Brands","WPML Translation ID","Attribute Name (Collection name)","Attribute Value (Collection name)","Attribute In Variations (Collection name)","Attribute Is Visible (Collection name)","Attribute Is Taxonomy (Collection name)","Attribute Position (Collection name)","WPML Translation Title","WPML Language Code","Product categories","Attribute Name (color)","Attribute Value (color)","Attribute In Variations (color)","Attribute Is Visible (color)","Attribute Is Taxonomy (color)","Attribute Position (color)","Attribute Name (Consignment)","Attribute Value (Consignment)","Attribute In Variations (Consignment)","Attribute Is Visible (Consignment)","Attribute Is Taxonomy (Consignment)","Attribute Position (Consignment)","Attribute Name (generation)","Attribute Value (generation)","Attribute In Variations (generation)","Attribute Is Visible (generation)","Attribute Is Taxonomy (generation)","Attribute Position (generation)","Attribute Name (Item type)","Attribute Value (Item type)","Attribute In Variations (Item type)","Attribute Is Visible (Item type)","Attribute Is Taxonomy (Item type)","Attribute Position (Item type)","Attribute Name (Placket shape)","Attribute Value (Placket shape)","Attribute In Variations (Placket shape)","Attribute Is Visible (Placket shape)","Attribute Is Taxonomy (Placket shape)","Attribute Position (Placket shape)","Attribute Name (Placket tpe)","Attribute Value (Placket tpe)","Attribute In Variations (Placket tpe)","Attribute Is Visible (Placket tpe)","Attribute Is Taxonomy (Placket tpe)","Attribute Position (Placket tpe)","Attribute Name (Pocket shape)","Attribute Value (Pocket shape)","Attribute In Variations (Pocket shape)","Attribute Is Visible (Pocket shape)","Attribute Is Taxonomy (Pocket shape)","Attribute Position (Pocket shape)","Attribute Name (Prime style)","Attribute Value (Prime style)","Attribute In Variations (Prime style)","Attribute Is Visible (Prime style)","Attribute Is Taxonomy (Prime style)","Attribute Position (Prime style)","Attribute Name (size)","Attribute Value (size)","Attribute In Variations (size)","Attribute Is Visible (size)","Attribute Is Taxonomy (size)","Attribute Position (size)","Attribute Name (Sleeves type)","Attribute Value (Sleeves type)","Attribute In Variations (Sleeves type)","Attribute Is Visible (Sleeves type)","Attribute Is Taxonomy (Sleeves type)","Attribute Position (Sleeves type)","Regular Price","Sale Price"
12198,"شماغ الشياكة احمر فاتح","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 10:14:13",product,https://shiaka-dev.com/ar/?post_type=product&p=12198,collar-type,,no,no,yes,,,6730,collection-name,,no,no,yes,,"Shemagh Alshiaka Light Red",ar,"غير مصنف",color,,no,no,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,,
12199,"ثوب الشياكة حركات","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p>
          <ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul>
          <ul>
            <li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li>
            <li><strong>البطانة</strong> : بوليستر 100٪</li>
            <li><strong>CounSoletry</strong> : مطاط 100٪</li>
          </ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-12-28 10:50:03",product,https://shiaka-dev.com/ar/?post_type=product&p=12199,collar-type,,no,no,yes,,,6780,collection-name,,no,no,yes,,"Alshiaka Harakat Thobe",ar,"غير مصنف",color,,no,no,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,49,45
12200,"قميص الشياكة الخناجي المطور ، تي شيرت","<p>تعتبر عمليات الغسيل ذات درجة الحرارة المنخفضة ودورات العصر الدقيقة ألطف على الملابس ، مما يساعد في الحفاظ على لون النسيج وشكله وبنيته. في نفس الوقت يقلل من استهلاك الطاقة المستخدمة في عمليات الرعاية.</p><ul>
 	<li><strong>ترتدي العارضة</strong> : UK 10 / EU 38 / US 6</li>
 	<li><strong>المناسبة</strong> : نمط الحياة والرياضة</li>
 	<li><strong>دولة</strong> : ايطاليا</li>
</ul><ul><li><strong>الجزء الخارجي</strong> : جلد 100٪ ، بولي أميد 100٪</li><li><strong>البطانة</strong> : بوليستر 100٪</li><li><strong>CounSoletry</strong> : مطاط 100٪</li></ul>","مصمم للبساطة ومصنوع من مواد عالية الجودة. تخلق هندستها الأنيقة ومجموعات المواد مظهرًا عصريًا.","2020-10-21 07:25:56",product,https://shiaka-dev.com/ar/?post_type=product&p=12200,collar-type,,no,no,yes,,,967,collection-name,,no,no,yes,,"Alshiaka Developed Khanagi Shirt, T-shirt",ar,"غير مصنف",color,,no,no,yes,,consignment,,no,no,yes,,generation,,no,no,yes,,item-type,,no,no,yes,,placket-shape,,no,no,yes,,placket-tpe,,no,no,yes,,pocket-shape,,no,no,yes,,prime-style,,no,no,yes,,size,,no,no,yes,,sleeves-type,,no,no,yes,,280,125
22385,"??? - ?? ??? - ???? - ????? - 53S - 2020","??? - ?? ??? - ???? - ????? - 53S - 2020","??? - ?? ??? - ???? - ????? - 53S - 2020","2022-03-22 08:30:20",product,https://shiaka-dev.com/ar/?post_type=product&p=22385,collar-type,اخرى,no,yes,yes,3,,22385,collection-name,Ramadan,no,no,yes,4,,ar,"غير مصنف",color,أبيض,yes,yes,yes,1,consignment,"غير شحنة",no,no,yes,5,generation,رجال,yes,yes,yes,2,item-type,Thobe,no,no,yes,6,placket-shape,Others,no,yes,yes,7,placket-tpe,Others,no,yes,yes,8,pocket-shape,Others,no,yes,yes,9,prime-style,2020,no,no,yes,10,size,"53 لتر~|~53M~|~53S~|~53XL~|~54L~|~54M~|~54S~|~54XL~|~55L~|~55 م~|~55S~|~55XL~|~56L~|~56 م~|~56S~|~56XL~|~56XXL~|~57L~|~57M~|~57S~|~57XL~|~57XXL~|~58L~|~58M~|~58S~|~58XL~|~58XXL~|~59L~|~59M~|~59S~|~59XL~|~59XXL~|~60L~|~60M~|~60S~|~60 اكس ال~|~60XXL~|~60XXXL~|~61L~|~61M~|~61XL~|~61XXL~|~62L~|~62XL~|~62XXL~|~62XXXL~|~64L~|~64 اكس ال~|~64XXL",yes,yes,yes,,sleeves-type,آحرون,no,no,yes,11,,
22435,"ثوب - زخرفات - قشطة - طفل - 7695 - 24 ق","ثوب - زخرفات - قشطة - طفل - 7695 - 24 ق","ثوب - زخرفات - قشطة - طفل - 7695 - 24 ق","2022-03-22 07:33:12",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%83%d8%b1%d9%8a%d9%85-%d8%b7%d9%81%d9%84-7695-24-%d8%ab/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22211,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Cream - Child - 7695 - 24S",ar,ثوب>زخرفات>شائع,color,كريم,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~رجال~|~شباب~|~طفل,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7695,no,no,yes,11,size,"24 ثانية~|~34S~|~35 م~|~38S~|~44L~|~47S~|~61L~|~62XXXXL~|~64XXL",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22436,"ثوب - زخرفات - متنوع - طفل - 7693 - 24 شهر","ثوب - زخرفات - متنوع - طفل - 7693 - 24 شهر","ثوب - زخرفات - متنوع - طفل - 7693 - 24 شهر","2022-03-22 07:30:17",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%85%d8%aa%d9%86%d9%88%d8%b9-%d8%b7%d9%81%d9%84-7693-24-%d9%85/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22026,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Assorted - Child - 7693 - 24M",ar,ثوب>زخرفات>شائع,color,متنوع,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~شباب~|~طفل,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7693,no,no,yes,11,size,"24 م~|~28 م~|~32M~|~32S~|~34S~|~37M~|~38M~|~39S~|~41M~|~41S~|~42M~|~42S~|~43M~|~44M~|~44S~|~45M~|~46M~|~47M~|~47S~|~48M~|~48S~|~49 م~|~49S~|~50L~|~50M~|~50S~|~51 لتر~|~51 م~|~51S~|~52 اكس ال~|~52M",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22437,"ثوب - زخرفات - قشطة - طفل - 7693 - 26 شهر","ثوب - زخرفات - قشطة - طفل - 7693 - 26 شهر","ثوب - زخرفات - قشطة - طفل - 7693 - 26 شهر","2022-03-22 07:30:57",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%83%d8%b1%d9%8a%d9%85-%d8%b7%d9%81%d9%84-7693-26-%d9%85/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22058,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Cream - Child - 7693 - 26M",ar,ثوب>زخرفات>شائع,color,كريم,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~شباب~|~طفل,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7693,no,no,yes,11,size,"26 م~|~28 ثانية~|~30 م~|~34M~|~35 م~|~35S~|~36M~|~38S~|~40M~|~40S~|~44L~|~45S~|~46S~|~52L~|~52S",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22438,"الثوب - الزرافات - الحمامة - بنين - 7694 - 32S","الثوب - الزرافات - الحمامة - بنين - 7694 - 32S","الثوب - الزرافات - الحمامة - بنين - 7694 - 32S","2022-03-22 07:31:55",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d8%ad%d9%85%d8%a7%d9%85%d8%a9-%d8%a3%d9%88%d9%84%d8%a7%d8%af-7694-32-%d8%ab%d8%a7%d9%86%d9%8a%d8%a9/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22114,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Dove - Boys - 7694 - 32S",ar,ثوب>زخرفات>شائع,color,حمامة,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~شباب,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7694,no,no,yes,11,size,"32S~|~35S~|~36M~|~36S~|~38M~|~40M~|~45S~|~48L~|~48S~|~52 اكس ال",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22439,"ثوب - زخرفات - متنوع - طفل - 7694 - 24 ق","ثوب - زخرفات - متنوع - طفل - 7694 - 24 ق","ثوب - زخرفات - متنوع - طفل - 7694 - 24 ق","2022-03-22 07:31:17",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%85%d8%aa%d9%86%d9%88%d8%b9-%d8%b7%d9%81%d9%84-7694-24-%d8%ab/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22074,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Assorted - Child - 7694 - 24S",ar,ثوب>زخرفات>شائع,color,متنوع,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~شباب~|~طفل,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7694,no,no,yes,11,size,"24 ثانية~|~24 م~|~26 ثانية~|~26 م~|~32M~|~34M~|~34S~|~35 م~|~37M~|~37S~|~38S~|~39M~|~40S~|~41M~|~41S~|~42M~|~42S~|~43M~|~43S~|~44L~|~44M~|~45L~|~45M~|~46M~|~46S~|~47M~|~48M~|~49 م~|~49L~|~49S~|~50L~|~50M~|~50S~|~51 لتر~|~51 م~|~51S~|~52L~|~52M~|~52S",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22440,"ثوب - زخرفات - متنوع - طفل - 7696-24 م","ثوب - زخرفات - متنوع - طفل - 7696-24 م","ثوب - زخرفات - متنوع - طفل - 7696-24 م","2022-03-22 07:33:33",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%85%d8%aa%d9%86%d9%88%d8%b9-%d8%b7%d9%81%d9%84-7696-24-%d9%85/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22221,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Assorted - Child - 7696 - 24M",ar,ثوب>زخرفات>شائع,color,متنوع,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~رجال~|~شباب~|~طفل,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7696,no,no,yes,11,size,"24 م~|~26 م~|~28 م~|~30 م~|~32M~|~32S~|~34S~|~35 م~|~35S~|~36M~|~36S~|~37S~|~38M~|~39M~|~39S~|~41S~|~42M~|~42S~|~43M~|~44M~|~44S~|~45L~|~45M~|~46L~|~46M~|~47M~|~47S~|~47XL~|~48L~|~48M~|~48S~|~49 م~|~49S~|~50L~|~50M~|~50S~|~51 لتر~|~51 م~|~51S~|~52 اكس ال~|~52M~|~53 لتر~|~55 م~|~55XXL~|~56 م~|~60 اكس ال~|~62XXXXL~|~64 XXXXL",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22441,"ثوب - زخرفات - متنوع - طفل - 7697 - 24 م","ثوب - زخرفات - متنوع - طفل - 7697 - 24 م","ثوب - زخرفات - متنوع - طفل - 7697 - 24 م","2022-03-22 07:35:30",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%85%d8%aa%d9%86%d9%88%d8%b9-%d8%b7%d9%81%d9%84-7697-24-%d9%85/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22334,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Assorted - Child - 7697 - 24M",ar,ثوب>زخرفات>شائع,color,متنوع,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~طفل,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7697,no,no,yes,11,size,"24 م~|~26 م~|~30 م~|~32S~|~36S",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22442,"ثوب - زخرفات - أزرق فاتح - رجالي - 7688 - 54 شهر","ثوب - زخرفات - أزرق فاتح - رجالي - 7688 - 54 شهر","ثوب - زخرفات - أزرق فاتح - رجالي - 7688 - 54 شهر","2022-03-22 07:27:24",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d8%a7%d8%b2%d8%b1%d9%82-%d9%81%d8%a7%d8%aa%d8%ad-%d8%b1%d8%ac%d8%a7%d9%84%d9%8a-7688-54-%d9%85/,collar-type,اخرى,no,yes,yes,3,Alshiaka,21851,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Light Blue - Men - 7688 - 54M",ar,ثوب>زخرفات>شائع,color,"أزرق فاتح",yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,رجال,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7688,no,no,yes,11,size,"54M~|~56L~|~57XL~|~58XXL~|~59XL~|~61L~|~62XL~|~64 XXXXL~|~64L",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22443,"ثوب - زخرفات - رمادي - رجالي - 7687-54 لتر","ثوب - زخرفات - رمادي - رجالي - 7687-54 لتر","ثوب - زخرفات - رمادي - رجالي - 7687-54 لتر","2022-03-22 07:26:46",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d8%b1%d9%85%d8%a7%d8%af%d9%8a-%d8%b1%d8%ac%d8%a7%d9%84%d9%8a-7687-54-%d9%84%d8%aa%d8%b1/,collar-type,اخرى,no,yes,yes,3,Alshiaka,21795,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Grey - Men - 7687 - 54L",ar,ثوب>زخرفات>شائع,color,رمادي,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,رجال,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7687,no,no,yes,11,size,"54L~|~55L~|~57XXL~|~59L~|~59XL~|~60 اكس ال~|~60L~|~60M~|~61L~|~61XL~|~62XXL~|~64L",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22444,"ثوب - زخرفات - متنوع - طفل - 7695-24 م","ثوب - زخرفات - متنوع - طفل - 7695-24 م","ثوب - زخرفات - متنوع - طفل - 7695-24 م","2022-03-22 07:31:55",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%85%d8%aa%d9%86%d9%88%d8%b9-%d8%b7%d9%81%d9%84-7695-24-%d9%85/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22125,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Assorted - Child - 7695 - 24M",ar,ثوب>زخرفات>شائع,color,متنوع,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~رجال~|~شباب~|~طفل,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7695,no,no,yes,11,size,"24 م~|~32M~|~32S~|~34M~|~36S~|~37M~|~38M~|~39M~|~39S~|~40M~|~40S~|~41M~|~42M~|~42S~|~43M~|~44M~|~45M~|~46M~|~46S~|~47M~|~48M~|~49 م~|~49L~|~50L~|~50M~|~50S~|~51 لتر~|~51 م~|~51S~|~52L~|~52M~|~52S~|~53 لتر~|~53M~|~53S~|~53XL~|~54L~|~54M~|~54S~|~54XL~|~55 م~|~55L~|~55S~|~55XL~|~55XXL~|~56 م~|~56L~|~56S~|~56XL~|~56XXL~|~57L~|~57M~|~57S~|~57XL~|~57XXL~|~57XXXL~|~58L~|~58M~|~58S~|~58XL~|~58XXL~|~58XXXL~|~59L~|~59M~|~59S~|~59XL~|~59XXL~|~59XXXL~|~60 اكس ال~|~60L~|~60M~|~60S~|~60XXL~|~60XXXL~|~60XXXXL~|~61M~|~61XL~|~61XXL~|~62L~|~62XL~|~62XXL~|~62XXXL~|~64 XXXXL~|~64 اكس ال~|~64L",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22445,"ثوب - زخرفات - قشطة - رجالي - 7692 - 54 شهر","ثوب - زخرفات - قشطة - رجالي - 7692 - 54 شهر","ثوب - زخرفات - قشطة - رجالي - 7692 - 54 شهر","2022-03-22 07:30:17",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%83%d8%b1%d9%8a%d9%85-%d8%b1%d8%ac%d8%a7%d9%84%d9%8a-7692-54%d9%85/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22020,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Cream - Men - 7692 - 54M",ar,ثوب>زخرفات>شائع,color,كريم,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,رجال,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7692,no,no,yes,11,size,54M~|~58XXL~|~60XXXXL~|~61XL,yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22446,"ثوب - زخرفات - متنوع - طفل - 7689 - 24 م","ثوب - زخرفات - متنوع - طفل - 7689 - 24 م","ثوب - زخرفات - متنوع - طفل - 7689 - 24 م","2022-03-22 07:27:44",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%85%d8%aa%d9%86%d9%88%d8%b9-%d8%b7%d9%81%d9%84-7689-24-%d9%85/,collar-type,اخرى,no,yes,yes,3,Alshiaka,21861,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Assorted - Child - 7689 - 24M",ar,ثوب>زخرفات>شائع,color,متنوع,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~شباب~|~طفل,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7689,no,no,yes,11,size,"24 م~|~26 م~|~28 م~|~30 م~|~32M~|~32S~|~34M~|~34S~|~35 م~|~35S~|~36M~|~36S~|~37M~|~37S~|~39M~|~39S~|~40M~|~40S~|~41M~|~41S~|~42M~|~42S~|~43M~|~43S~|~44M~|~44S~|~45M~|~45S~|~46M~|~46S~|~47M~|~47S~|~48M~|~48S~|~49 م~|~49S~|~50L~|~50M~|~50S~|~51 لتر~|~51 م~|~51S~|~52L~|~52M~|~52S",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22447,"ثوب - زخرفات - متنوع - رجالي - 7692-53S","ثوب - زخرفات - متنوع - رجالي - 7692-53S","ثوب - زخرفات - متنوع - رجالي - 7692-53S","2022-03-22 07:29:19",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d8%b1%d8%ac%d8%a7%d9%84%d9%8a-%d9%85%d8%aa%d9%86%d9%88%d8%b9-7692-53-s/,collar-type,اخرى,no,yes,yes,3,Alshiaka,21969,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Assorted - Men - 7692 - 53S",ar,ثوب>زخرفات>شائع,color,متنوع,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,رجال,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7692,no,no,yes,11,size,"53 لتر~|~53M~|~53S~|~53XL~|~54L~|~54S~|~54XL~|~55 م~|~55L~|~55S~|~55XL~|~55XXL~|~56 م~|~56L~|~56S~|~56XL~|~56XXL~|~57L~|~57M~|~57S~|~57XL~|~57XXL~|~57XXXL~|~58L~|~58M~|~58S~|~58XL~|~58XXXL~|~59L~|~59M~|~59S~|~59XL~|~59XXL~|~59XXXL~|~60 اكس ال~|~60L~|~60M~|~60S~|~60XXL~|~60XXXL~|~61L~|~61M~|~61XXL~|~62L~|~62XL~|~62XXL~|~62XXXL~|~62XXXXL~|~64 XXXXL~|~64XXL",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22448,"ثوب - زخرفات - متنوع - طفل - 7698 - 24 م","ثوب - زخرفات - متنوع - طفل - 7698 - 24 م","ثوب - زخرفات - متنوع - طفل - 7698 - 24 م","2022-03-22 07:35:30",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d9%85%d8%aa%d9%86%d9%88%d8%b9-%d8%b7%d9%81%d9%84-7698-24-%d9%85/,collar-type,اخرى,no,yes,yes,3,Alshiaka,22345,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Assorted - Child - 7698 - 24M",ar,ثوب>زخرفات>شائع,color,"اللون البيج~|~متنوع",yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد~|~شباب~|~طفل,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7698,no,no,yes,11,size,"24 م~|~26 م~|~28 م~|~30 م~|~44L~|~45L~|~46L~|~47 لتر~|~49 م~|~49L~|~51 لتر~|~51 م",yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
22449,"ثوب - زخرفات - متنوع - رجالي - 7691-53S","ثوب - زخرفات - متنوع - رجالي - 7691-53S","ثوب - زخرفات - متنوع - رجالي - 7691-53S","2022-03-22 07:28:21",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d8%b1%d8%ac%d8%a7%d9%84%d9%8a-%d9%85%d8%aa%d9%86%d9%88%d8%b9-7691-53-%d8%ab/,collar-type,NA~|~اخرى,no,yes,yes,3,Alshiaka,21910,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Assorted - Men - 7691 - 53S",ar,ثوب>زخرفات>شائع,color,متنوع,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,رجال,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,"Others~|~غير متوفر",no,yes,yes,5,placket-tpe,"Others~|~غير متوفر",no,yes,yes,6,pocket-shape,"Others~|~غير متوفر",no,yes,yes,7,prime-style,7691,no,no,yes,11,size,"53 لتر~|~53M~|~53S~|~53XL~|~54L~|~54M~|~54S~|~54XL~|~55 م~|~55L~|~55S~|~55XL~|~55XXL~|~56 م~|~56L~|~56S~|~56XL~|~56XXL~|~57L~|~57M~|~57S~|~57XL~|~57XXL~|~57XXXL~|~58L~|~58M~|~58S~|~58XL~|~58XXL~|~58XXXL~|~59L~|~59S~|~59XL~|~59XXL~|~59XXXL~|~60L~|~60S~|~60XXL~|~60XXXL~|~60XXXXL~|~61L~|~61M~|~61XL~|~61XXL~|~62L~|~62M~|~62XL~|~62XXL~|~62XXXXL~|~64L",yes,yes,yes,,sleeves-type,"آحرون~|~غير متوفر",no,yes,yes,4,,
22450,"ثوب - زخرفات - رمادي - أولاد - 7689 - 38S","ثوب - زخرفات - رمادي - أولاد - 7689 - 38S","ثوب - زخرفات - رمادي - أولاد - 7689 - 38S","2022-03-22 07:28:21",product,https://shiaka-dev.com/ar/منتج/%d8%ab%d9%88%d8%a8-%d8%b2%d8%ae%d8%b1%d9%81%d8%a7%d8%aa-%d8%b1%d9%85%d8%a7%d8%af%d9%89-%d8%a7%d9%88%d9%84%d8%a7%d8%af-7689-38-%d8%ab/,collar-type,اخرى,no,yes,yes,3,Alshiaka,21907,collection-name,Ramadan,no,no,yes,8,"Thobe - Zakhrafat - Grey - Boys - 7689 - 38S",ar,ثوب>زخرفات>شائع,color,رمادي,yes,yes,yes,2,consignment,"غير شحنة",no,no,yes,9,generation,أولاد,yes,yes,yes,1,item-type,Thobe,no,no,yes,10,placket-shape,Others,no,yes,yes,5,placket-tpe,Others,no,yes,yes,6,pocket-shape,Others,no,yes,yes,7,prime-style,7689,no,no,yes,11,size,38M~|~38S,yes,yes,yes,,sleeves-type,آحرون,no,yes,yes,4,,
