ID,Parent SKU,SKU,Description,Regular price,Cat,Color,Prime style,Pocket shape,Collection name,Consignment,Placket Shape,Placket Type,Sleeves type,Collar type,Size,Generation
,1qaz1234*&^%!@,11121101564,Thobe - Classic - White - Men - SST - 56XL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,56XL,Men
,1qaz1234*&^%!@,11121101565,Thobe - Classic - White - Men - SST - 56XXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,56XXL,Men
,1qaz1234*&^%!@,11121101566,Thobe - Classic - White - Men - SST - 56XXXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,56XXXL,Men
,1qaz1234*&^%!@,11121101571,Thobe - Classic - White - Men - SST - 57S,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,57S,Men
,1qaz1234*&^%!@,11121101572,Thobe - Classic - White - Men - SST - 57M,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,57M,Men
,1qaz1234*&^%!@,11121101573,Thobe - Classic - White - Men - SST - 57L,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,57L,Men
,1qaz1234*&^%!@,11121101574,Thobe - Classic - White - Men - SST - 57XL,109,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,57XL,Men
,1qaz1234*&^%!@,11121101575,Thobe - Classic - White - Men - SST - 57XXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,57XXL,Men
,1qaz1234*&^%!@,11121101576,Thobe - Classic - White - Men - SST - 57XXXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,57XXXL,Men
,1qaz1234*&^%!@,11121101581,Thobe - Classic - White - Men - SST - 58S,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,58S,Men
,1qaz1234*&^%!@,11121101582,Thobe - Classic - White - Men - SST - 58M,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,58M,Men
,1qaz1234*&^%!@,11121101583,Thobe - Classic - White - Men - SST - 58L,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,58L,Men
,1qaz1234*&^%!@,11121101584,Thobe - Classic - White - Men - SST - 58XL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,58XL,Men
,1qaz1234*&^%!@,11121101585,Thobe - Classic - White - Men - SST - 58XXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,58XXL,Men
,1qaz1234*&^%!@,11121101586,Thobe - Classic - White - Men - SST - 58XXXL,109,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,58XXXL,Men
,1qaz1234*&^%!@,11121101591,Thobe - Classic - White - Men - SST - 59S,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,59S,Men
,1qaz1234*&^%!@,11121101592,Thobe - Classic - White - Men - SST - 59M,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,59M,Men
,1qaz1234*&^%!@,11121101593,Thobe - Classic - White - Men - SST - 59L,109,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,59L,Men
,1qaz1234*&^%!@,11121101594,Thobe - Classic - White - Men - SST - 59XL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,59XL,Men
,1qaz1234*&^%!@,11121101595,Thobe - Classic - White - Men - SST - 59XXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,59XXL,Men
,1qaz1234*&^%!@,11121101596,Thobe - Classic - White - Men - SST - 59XXXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,59XXXL,Men
,1qaz1234*&^%!@,11121101601,Thobe - Classic - White - Men - SST - 60S,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,60S,Men
,1qaz1234*&^%!@,11121101602,Thobe - Classic - White - Men - SST - 60M,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,60M,Men
,1qaz1234*&^%!@,11121101603,Thobe - Classic - White - Men - SST - 60L,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,60L,Men
,1qaz1234*&^%!@,11121101604,Thobe - Classic - White - Men - SST - 60XL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,60XL,Men
,1qaz1234*&^%!@,11121101605,Thobe - Classic - White - Men - SST - 60XXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,60XXL,Men
,1qaz1234*&^%!@,11121101606,Thobe - Classic - White - Men - SST - 60XXXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,60XXXL,Men
,1qaz1234*&^%!@,11121101612,Thobe - Classic - White - Men - SST - 61M,109,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,61M,Men
,1qaz1234*&^%!@,11121101613,Thobe - Classic - White - Men - SST - 61L,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,61L,Men
,1qaz1234*&^%!@,11121101614,Thobe - Classic - White - Men - SST - 61XL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,61XL,Men
,1qaz1234*&^%!@,11121101623,Thobe - Classic - White - Men - SST - 62L,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,62L,Men
,1qaz1234*&^%!@,11121101624,Thobe - Classic - White - Men - SST - 62XL,49,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,62XL,Men
,1qaz1234*&^%!@,11121101625,Thobe - Classic - White - Men - SST - 62XXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,62XXL,Men
,1qaz1234*&^%!@,11121101626,Thobe - Classic - White - Men - SST - 62XXXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,62XXXL,Men
,1qaz1234*&^%!@,11121101627,Thobe - Classic - White - Men - SST - 62XXXXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,62XXXXL,Men
,1qaz1234*&^%!@,11121101642,Thobe - Classic - White - Men - SST - 64M,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,64M,Men
,1qaz1234*&^%!@,11121101643,Thobe - Classic - White - Men - SST - 64L,109,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,64L,Men
,1qaz1234*&^%!@,11121101644,Thobe - Classic - White - Men - SST - 64XL,109,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,64XL,Men
,1qaz1234*&^%!@,11121101645,Thobe - Classic - White - Men - SST - 64XXL,110,Thobe > Alshiaka > Classic,White,SST,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Plain Sleeves,China Collar,64XXL,Men
,1qaz1234*&^%!@,11121201531,Thobe - Classic - White - Men - SFCT - 53S,109,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,53S,Men
,1qaz1234*&^%!@,11121201532,Thobe - Classic - White - Men - SFCT - 53M,109,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,53M,Men
,1qaz1234*&^%!@,11121201533,Thobe - Classic - White - Men - SFCT - 53L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,53L,Men
,1qaz1234*&^%!@,11121201534,Thobe - Classic - White - Men - SFCT - 53XL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,53XL,Men
,1qaz1234*&^%!@,11121201541,Thobe - Classic - White - Men - SFCT - 54S,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,54S,Men
,1qaz1234*&^%!@,11121201542,Thobe - Classic - White - Men - SFCT - 54M,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,54M,Men
,1qaz1234*&^%!@,11121201543,Thobe - Classic - White - Men - SFCT - 54L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,54L,Men
,1qaz1234*&^%!@,11121201544,Thobe - Classic - White - Men - SFCT - 54XL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,54XL,Men
,1qaz1234*&^%!@,11121201551,Thobe - Classic - White - Men - SFCT - 55S,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,55S,Men
,1qaz1234*&^%!@,11121201552,Thobe - Classic - White - Men - SFCT - 55M,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,55M,Men
,1qaz1234*&^%!@,11121201553,Thobe - Classic - White - Men - SFCT - 55L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,55L,Men
,1qaz1234*&^%!@,11121201554,Thobe - Classic - White - Men - SFCT - 55XL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,55XL,Men
,1qaz1234*&^%!@,11121201561,Thobe - Classic - White - Men - SFCT - 56S,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,56S,Men
,1qaz1234*&^%!@,11121201562,Thobe - Classic - White - Men - SFCT - 56M,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,56M,Men
,1qaz1234*&^%!@,11121201563,Thobe - Classic - White - Men - SFCT - 56L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,56L,Men
,1qaz1234*&^%!@,11121201564,Thobe - Classic - White - Men - SFCT - 56XL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,56XL,Men
,1qaz1234*&^%!@,11121201565,Thobe - Classic - White - Men - SFCT - 56XXL,109,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,56XXL,Men
,1qaz1234*&^%!@,11121201571,Thobe - Classic - White - Men - SFCT - 57S,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,57S,Men
,1qaz1234*&^%!@,11121201572,Thobe - Classic - White - Men - SFCT - 57M,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,57M,Men
,1qaz1234*&^%!@,11121201573,Thobe - Classic - White - Men - SFCT - 57L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,57L,Men
,1qaz1234*&^%!@,11121201574,Thobe - Classic - White - Men - SFCT - 57XL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,57XL,Men
,1qaz1234*&^%!@,11121201575,Thobe - Classic - White - Men - SFCT - 57XXL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,57XXL,Men
,1qaz1234*&^%!@,11121201581,Thobe - Classic - White - Men - SFCT - 58S,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,58S,Men
,1qaz1234*&^%!@,11121201582,Thobe - Classic - White - Men - SFCT - 58M,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,58M,Men
,1qaz1234*&^%!@,11121201583,Thobe - Classic - White - Men - SFCT - 58L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,58L,Men
,1qaz1234*&^%!@,11121201584,Thobe - Classic - White - Men - SFCT - 58XL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,58XL,Men
,1qaz1234*&^%!@,11121201585,Thobe - Classic - White - Men - SFCT - 58XXL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,58XXL,Men
,1qaz1234*&^%!@,11121201591,Thobe - Classic - White - Men - SFCT - 59S,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,59S,Men
,1qaz1234*&^%!@,11121201592,Thobe - Classic - White - Men - SFCT - 59M,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,59M,Men
,1qaz1234*&^%!@,11121201593,Thobe - Classic - White - Men - SFCT - 59L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,59L,Men
,1qaz1234*&^%!@,11121201594,Thobe - Classic - White - Men - SFCT - 59XL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,59XL,Men
,1qaz1234*&^%!@,11121201595,Thobe - Classic - White - Men - SFCT - 59XXL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,59XXL,Men
,1qaz1234*&^%!@,11121201601,Thobe - Classic - White - Men - SFCT - 60S,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,60S,Men
,1qaz1234*&^%!@,11121201602,Thobe - Classic - White - Men - SFCT - 60M,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,60M,Men
,1qaz1234*&^%!@,11121201603,Thobe - Classic - White - Men - SFCT - 60L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,60L,Men
,1qaz1234*&^%!@,11121201604,Thobe - Classic - White - Men - SFCT - 60XL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,60XL,Men
,1qaz1234*&^%!@,11121201605,Thobe - Classic - White - Men - SFCT - 60XXL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,60XXL,Men
,1qaz1234*&^%!@,11121201622,Thobe - Classic - White - Men - SFCT - 62M,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,62M,Men
,1qaz1234*&^%!@,11121201623,Thobe - Classic - White - Men - SFCT - 62L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,62L,Men
,1qaz1234*&^%!@,11121201624,Thobe - Classic - White - Men - SFCT - 62XL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,62XL,Men
,1qaz1234*&^%!@,11121201625,Thobe - Classic - White - Men - SFCT - 62XXL,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Continues,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,62XXL,Men
,1qaz1234*&^%!@,11121201643,Thobe - Classic - White - Men - SFCT - 64L,110,Thobe > Alshiaka > Classic,White,SFCT,Triangle Pocket,Ramadan,Non Consignment,Triangle Placket,Unhidden Buttons,Fashion Cuff Sleeves,China Collar,64L,Men